Entity,Code,Year,production|Petroleum|Crude|tonnes
Mexico,MEX,1981,119580928
Mexico,MEX,1982,142079921
Mexico,MEX,1983,138983294
Mexico,MEX,1984,145090791
Mexico,MEX,1985,139758862
Mexico,MEX,1986,129268989
Mexico,MEX,1987,135267715
Mexico,MEX,1988,133903176
Mexico,MEX,1989,133947324
Mexico,MEX,1990,136484511
Mexico,MEX,1991,143480935
Mexico,MEX,1992,142950000
Mexico,MEX,1993,143570000
Mexico,MEX,1994,144139000
Mexico,MEX,1995,140727000
Mexico,MEX,1996,153083000
Mexico,MEX,1997,161251000
Mexico,MEX,1998,163630000
Mexico,MEX,1999,155047000
Mexico,MEX,2000,178360000
Mexico,MEX,2001,184050000
Mexico,MEX,2002,185340000
Mexico,MEX,2003,195890000
Mexico,MEX,2004,197750000
Mexico,MEX,2005,194390000
Mexico,MEX,2006,190410000
Mexico,MEX,2007,179450000
Mexico,MEX,2008,163220000
Mexico,MEX,2009,153600000
Mexico,MEX,2010,152670000
Mexico,MEX,2011,151842000
Mexico,MEX,2012,150601000
Mexico,MEX,2013,148998583
Mexico,MEX,2014,144138810
Mexico,MEX,2015,133953966
Mexico,MEX,2016,127077904
Mexico,MEX,2017,115135269
Mexico,MEX,2018,107070000
Mexico,MEX,2019,99212000
Mexico,MEX,2020,98850000
Mexico,MEX,2021,99521955
Mexico,MEX,2022,100504249
Mexico,MEX,2023,105467422
Mongolia,MNG,1994,0
Mongolia,MNG,1995,0
Mongolia,MNG,1996,0
Mongolia,MNG,1997,0
Mongolia,MNG,1998,6000
Mongolia,MNG,1999,10000
Mongolia,MNG,2000,9000
Mongolia,MNG,2001,10000
Mongolia,MNG,2002,19000
Mongolia,MNG,2003,25000
Mongolia,MNG,2004,29700
Mongolia,MNG,2005,28000
Mongolia,MNG,2006,52000
Mongolia,MNG,2007,117000
Mongolia,MNG,2008,162000
Mongolia,MNG,2009,257000
Mongolia,MNG,2010,300000
Mongolia,MNG,2011,351000
Mongolia,MNG,2012,500137
Mongolia,MNG,2013,705488
Mongolia,MNG,2014,900000
Mongolia,MNG,2015,1206231
Mongolia,MNG,2016,1134773
Mongolia,MNG,2017,1048707
Mongolia,MNG,2018,878762
Mongolia,MNG,2019,946818
Mongolia,MNG,2020,564773
Mongolia,MNG,2021,641967
Mongolia,MNG,2022,352875
Mongolia,MNG,2023,672476
Morocco,MAR,1970,44000
Morocco,MAR,1971,23000
Morocco,MAR,1972,28000
Morocco,MAR,1973,42000
Morocco,MAR,1974,25000
Morocco,MAR,1975,20000
Morocco,MAR,1976,8000
Morocco,MAR,1998,12000
Morocco,MAR,1999,11300
Morocco,MAR,2000,13000
Morocco,MAR,2001,10100
Morocco,MAR,2002,12800
Morocco,MAR,2003,11800
Morocco,MAR,2004,32300
Morocco,MAR,2005,32300
Morocco,MAR,2006,11200
Morocco,MAR,2007,11100
Morocco,MAR,2008,9000
Morocco,MAR,2009,9300
Morocco,MAR,2010,20667
Morocco,MAR,2011,9620
Morocco,MAR,2012,7000
Morocco,MAR,2013,6000
Morocco,MAR,2014,5000
Morocco,MAR,2015,5000
Morocco,MAR,2016,5000
Morocco,MAR,2017,4000
Morocco,MAR,2018,5000
Morocco,MAR,2019,4335
Morocco,MAR,2020,4098
Morocco,MAR,2021,3246
Morocco,MAR,2022,2394
Morocco,MAR,2023,2000
Myanmar,MMR,1970,818000
Myanmar,MMR,1971,843000
Myanmar,MMR,1972,822000
Myanmar,MMR,1973,826000
Myanmar,MMR,1974,763000
Myanmar,MMR,1975,1029000
Myanmar,MMR,1976,1246000
Myanmar,MMR,1977,1387000
Myanmar,MMR,1978,1298000
Myanmar,MMR,1979,1419000
Myanmar,MMR,1980,1404000
Myanmar,MMR,1981,1474732
Myanmar,MMR,1982,1381846
Myanmar,MMR,1983,1435347
Myanmar,MMR,1984,1660220
Myanmar,MMR,1985,1500000
Myanmar,MMR,1986,1113300
Myanmar,MMR,1987,831700
Myanmar,MMR,1988,643900
Myanmar,MMR,1989,737800
Myanmar,MMR,1990,758329
Myanmar,MMR,1991,689864
Myanmar,MMR,1992,775974
Myanmar,MMR,1993,735000
Myanmar,MMR,1994,732000
Myanmar,MMR,1995,620000
Myanmar,MMR,1996,551000
Myanmar,MMR,1997,590000
Myanmar,MMR,1998,480000
Myanmar,MMR,1999,490000
Myanmar,MMR,2000,580000
Myanmar,MMR,2001,734000
Myanmar,MMR,2002,858000
Myanmar,MMR,2003,1051000
Myanmar,MMR,2004,1044000
Myanmar,MMR,2005,1124000
Myanmar,MMR,2006,1088000
Myanmar,MMR,2007,1076000
Myanmar,MMR,2008,973000
Myanmar,MMR,2009,983000
Myanmar,MMR,2010,958000
Myanmar,MMR,2011,935000
Myanmar,MMR,2012,875000
Myanmar,MMR,2013,863000
Myanmar,MMR,2014,826000
Myanmar,MMR,2015,708000
Myanmar,MMR,2016,619000
Myanmar,MMR,2017,579000
Myanmar,MMR,2018,486000
Myanmar,MMR,2019,791000
Myanmar,MMR,2020,580000
Myanmar,MMR,2021,312000
Myanmar,MMR,2022,296000
Myanmar,MMR,2023,299000
Netherlands,NLD,1970,1991000
Netherlands,NLD,1971,1714000
Netherlands,NLD,1972,1597000
Netherlands,NLD,1973,1492000
Netherlands,NLD,1974,1461000
Netherlands,NLD,1975,1419000
Netherlands,NLD,1976,1371000
Netherlands,NLD,1977,1382000
Netherlands,NLD,1978,1402000
Netherlands,NLD,1979,1316000
Netherlands,NLD,1980,1280000
Netherlands,NLD,1981,1348000
Netherlands,NLD,1982,1637000
Netherlands,NLD,1983,2589000
Netherlands,NLD,1984,3102000
Netherlands,NLD,1985,3728000
Netherlands,NLD,1986,4628000
Netherlands,NLD,1987,4291000
Netherlands,NLD,1988,3909000
Netherlands,NLD,1989,3391000
Netherlands,NLD,1990,3533000
Netherlands,NLD,1991,3258000
Netherlands,NLD,1992,2845000
Netherlands,NLD,1993,2672170
Netherlands,NLD,1994,3437432
Netherlands,NLD,1995,2721492
Netherlands,NLD,1996,2221028
Netherlands,NLD,1997,2068906
Netherlands,NLD,1998,1714352
Netherlands,NLD,1999,2534710
Netherlands,NLD,2000,2350758
Netherlands,NLD,2001,2263590
Netherlands,NLD,2002,3073924
Netherlands,NLD,2003,3076398
Netherlands,NLD,2004,2890979
Netherlands,NLD,2005,2268746
Netherlands,NLD,2006,2022475
Netherlands,NLD,2007,2576222
Netherlands,NLD,2008,2163000
Netherlands,NLD,2009,1704000
Netherlands,NLD,2010,1414000
Netherlands,NLD,2011,1627000
Netherlands,NLD,2012,1650000
Netherlands,NLD,2013,1729000
Netherlands,NLD,2014,2089000
Netherlands,NLD,2015,1396000
Netherlands,NLD,2016,957000
Netherlands,NLD,2017,952000
Netherlands,NLD,2018,901000
Netherlands,NLD,2019,747000
Netherlands,NLD,2020,737000
Netherlands,NLD,2021,749000
Netherlands,NLD,2022,391000
Netherlands,NLD,2023,320000
New Zealand,NZL,1970,68000
New Zealand,NZL,1971,117000
New Zealand,NZL,1972,139000
New Zealand,NZL,1973,161000
New Zealand,NZL,1974,201000
New Zealand,NZL,1975,206000
New Zealand,NZL,1976,548000
New Zealand,NZL,1977,785000
New Zealand,NZL,1978,660000
New Zealand,NZL,1979,435000
New Zealand,NZL,1980,328000
New Zealand,NZL,1981,418060
New Zealand,NZL,1982,672670
New Zealand,NZL,1983,656450
New Zealand,NZL,1984,840570
New Zealand,NZL,1985,1228060
New Zealand,NZL,1986,1353930
New Zealand,NZL,1987,1291930
New Zealand,NZL,1988,1555310
New Zealand,NZL,1989,1742000
New Zealand,NZL,1990,1795000
New Zealand,NZL,1991,1877200
New Zealand,NZL,1992,1744500
New Zealand,NZL,1993,1842200
New Zealand,NZL,1994,1772000
New Zealand,NZL,1995,1474600
New Zealand,NZL,1996,1950100
New Zealand,NZL,1997,2586800
New Zealand,NZL,1998,2054300
New Zealand,NZL,1999,1811700
New Zealand,NZL,2000,1608000
New Zealand,NZL,2001,1508800
New Zealand,NZL,2002,1363600
New Zealand,NZL,2003,1052400
New Zealand,NZL,2004,913600
New Zealand,NZL,2005,871500
New Zealand,NZL,2006,835400
New Zealand,NZL,2007,1890500
New Zealand,NZL,2008,2724580
New Zealand,NZL,2009,2574440
New Zealand,NZL,2010,2466000
New Zealand,NZL,2011,2121860
New Zealand,NZL,2012,1866590
New Zealand,NZL,2013,1605470
New Zealand,NZL,2014,1788250
New Zealand,NZL,2015,1860880
New Zealand,NZL,2016,1571650
New Zealand,NZL,2017,1400440
New Zealand,NZL,2018,1086450
New Zealand,NZL,2019,1128870
New Zealand,NZL,2020,964420
New Zealand,NZL,2021,840780
New Zealand,NZL,2022,736140
New Zealand,NZL,2023,811520
Niger,NER,2008,0
Niger,NER,2009,0
Niger,NER,2010,0
Niger,NER,2011,350000
Niger,NER,2012,995700
Niger,NER,2013,995720
Niger,NER,2014,995720
Niger,NER,2015,697000
Niger,NER,2016,647220
Niger,NER,2017,647220
Niger,NER,2018,597432
Niger,NER,2019,547646
Niger,NER,2020,472967
Niger,NER,2021,398288
Niger,NER,2022,398300
Niger,NER,2023,298700
Nigeria,NGA,1970,52800000
Nigeria,NGA,1971,74100000
Nigeria,NGA,1972,89782000
Nigeria,NGA,1973,100900000
Nigeria,NGA,1974,110000000
Nigeria,NGA,1975,95816000
Nigeria,NGA,1976,102302000
Nigeria,NGA,1977,103381000
Nigeria,NGA,1978,93424000
Nigeria,NGA,1979,113694000
Nigeria,NGA,1980,100286000
Nigeria,NGA,1981,71073365
Nigeria,NGA,1982,67350706
Nigeria,NGA,1983,61000000
Nigeria,NGA,1984,68600000
Nigeria,NGA,1985,72900000
Nigeria,NGA,1986,72200000
Nigeria,NGA,1987,63670000
Nigeria,NGA,1988,68530000
Nigeria,NGA,1989,83129000
Nigeria,NGA,1990,90736000
Nigeria,NGA,1991,96455000
Nigeria,NGA,1992,97437918
Nigeria,NGA,1993,98276876
Nigeria,NGA,1994,99972600
Nigeria,NGA,1995,101671000
Nigeria,NGA,1996,105400000
Nigeria,NGA,1997,112700000
Nigeria,NGA,1998,105900000
Nigeria,NGA,1999,87877000
Nigeria,NGA,2000,101299000
Nigeria,NGA,2001,99523000
Nigeria,NGA,2002,88874000
Nigeria,NGA,2003,115135240
Nigeria,NGA,2004,124266540
Nigeria,NGA,2005,125347780
Nigeria,NGA,2006,120000000
Nigeria,NGA,2007,114100000
Nigeria,NGA,2008,105300000
Nigeria,NGA,2009,101500000
Nigeria,NGA,2010,117200000
Nigeria,NGA,2011,117400000
Nigeria,NGA,2012,114400000
Nigeria,NGA,2013,109200000
Nigeria,NGA,2014,109300000
Nigeria,NGA,2015,105700000
Nigeria,NGA,2016,91300000
Nigeria,NGA,2017,94400000
Nigeria,NGA,2018,96300000
Nigeria,NGA,2019,100900000
Nigeria,NGA,2020,91400000
Nigeria,NGA,2021,80700000
Nigeria,NGA,2022,69300000
Nigeria,NGA,2023,73900000
Norway,NOR,1972,1626000
Norway,NOR,1973,1584000
Norway,NOR,1974,1700000
Norway,NOR,1975,9241000
Norway,NOR,1976,13799000
Norway,NOR,1977,13554000
Norway,NOR,1978,16957000
Norway,NOR,1979,18819000
Norway,NOR,1980,24451000
Norway,NOR,1981,23450041
Norway,NOR,1982,24515371
Norway,NOR,1983,30482453
Norway,NOR,1984,34681721
Norway,NOR,1985,38342000
Norway,NOR,1986,42483000
Norway,NOR,1987,49316000
Norway,NOR,1988,56125000
Norway,NOR,1989,74528000
Norway,NOR,1990,81745000
Norway,NOR,1991,94181000
Norway,NOR,1992,106977000
Norway,NOR,1993,114184000
Norway,NOR,1994,129239000
Norway,NOR,1995,139358000
Norway,NOR,1996,156788000
Norway,NOR,1997,156215000
Norway,NOR,1998,150006000
Norway,NOR,1999,149782000
Norway,NOR,2000,160804000
Norway,NOR,2001,162099000
Norway,NOR,2002,157847000
Norway,NOR,2003,153508000
Norway,NOR,2004,150974000
Norway,NOR,2005,139802000
Norway,NOR,2006,136695000
Norway,NOR,2007,125763000
Norway,NOR,2008,121611000
Norway,NOR,2009,115612000
Norway,NOR,2010,105146000
Norway,NOR,2011,100343000
Norway,NOR,2012,94497000
Norway,NOR,2013,90387000
Norway,NOR,2014,93294000
Norway,NOR,2015,95797000
Norway,NOR,2016,98466000
Norway,NOR,2017,96830000
Norway,NOR,2018,91080000
Norway,NOR,2019,85386000
Norway,NOR,2020,98686000
Norway,NOR,2021,99625000
Norway,NOR,2022,93467000
Norway,NOR,2023,90808000
Oman,OMN,1970,16415000
Oman,OMN,1971,14164000
Oman,OMN,1972,14920000
Oman,OMN,1973,15530000
Oman,OMN,1974,15356000
Oman,OMN,1975,18085000
Oman,OMN,1976,18227000
Oman,OMN,1977,16793000
Oman,OMN,1978,15644000
Oman,OMN,1979,14689000
Oman,OMN,1980,14143000
Oman,OMN,1981,16339330
Oman,OMN,1982,16720854
Oman,OMN,1983,19357733
Oman,OMN,1984,20785638
Oman,OMN,1985,24802837
Oman,OMN,1986,27864000
Oman,OMN,1987,28982542
Oman,OMN,1988,30960175
Oman,OMN,1989,31914894
Oman,OMN,1990,34097108
Oman,OMN,1991,35324604
Oman,OMN,1992,36961266
Oman,OMN,1993,38571000
Oman,OMN,1994,40521000
Oman,OMN,1995,42400000
Oman,OMN,1996,44100000
Oman,OMN,1997,45100000
Oman,OMN,1998,44748000
Oman,OMN,1999,45049000
Oman,OMN,2000,47675000
Oman,OMN,2001,47600000
Oman,OMN,2002,44700000
Oman,OMN,2003,40800000
Oman,OMN,2004,38900000
Oman,OMN,2005,38600000
Oman,OMN,2006,36750000
Oman,OMN,2007,35350000
Oman,OMN,2008,37700000
Oman,OMN,2009,40500000
Oman,OMN,2010,43100000
Oman,OMN,2011,44100000
Oman,OMN,2012,45803815
Oman,OMN,2013,46902251
Oman,OMN,2014,46981924
Oman,OMN,2015,48854229
Oman,OMN,2016,49816773
Oman,OMN,2017,48331377
Oman,OMN,2018,48719782
Oman,OMN,2019,48346316
Oman,OMN,2020,47340450
Oman,OMN,2021,48361255
Oman,OMN,2022,52992224
Oman,OMN,2023,52220396
Pakistan,PAK,1970,482000
Pakistan,PAK,1971,520000
Pakistan,PAK,1972,381000
Pakistan,PAK,1973,351000
Pakistan,PAK,1974,317000
Pakistan,PAK,1975,306000
Pakistan,PAK,1976,305000
Pakistan,PAK,1977,405000
Pakistan,PAK,1978,499000
Pakistan,PAK,1979,523000
Pakistan,PAK,1980,497000
Pakistan,PAK,1981,473906
Pakistan,PAK,1982,614905
Pakistan,PAK,1983,650027
Pakistan,PAK,1984,891332
Pakistan,PAK,1985,1669605
Pakistan,PAK,1986,2008496
Pakistan,PAK,1987,2030343
Pakistan,PAK,1988,2213000
Pakistan,PAK,1989,2530000
Pakistan,PAK,1990,2925000
Pakistan,PAK,1991,3054000
Pakistan,PAK,1992,2977000
Pakistan,PAK,1993,2937402
Pakistan,PAK,1994,2777622
Pakistan,PAK,1995,2664056
Pakistan,PAK,1996,2825730
Pakistan,PAK,1997,2853565
Pakistan,PAK,1998,2739000
Pakistan,PAK,1999,2665000
Pakistan,PAK,2000,2719000
Pakistan,PAK,2001,2811000
Pakistan,PAK,2002,3093000
Pakistan,PAK,2003,3128000
Pakistan,PAK,2004,3017000
Pakistan,PAK,2005,3216000
Pakistan,PAK,2006,3191000
Pakistan,PAK,2007,3282000
Pakistan,PAK,2008,3413700
Pakistan,PAK,2009,3204400
Pakistan,PAK,2010,3160800
Pakistan,PAK,2011,3205500
Pakistan,PAK,2012,3276442
Pakistan,PAK,2013,3735038
Pakistan,PAK,2014,4155885
Pakistan,PAK,2015,4627053
Pakistan,PAK,2016,4246335
Pakistan,PAK,2017,4329140
Pakistan,PAK,2018,4367729
Pakistan,PAK,2019,4359424
Pakistan,PAK,2020,3831787
Pakistan,PAK,2021,3760982
Pakistan,PAK,2022,3009141
Pakistan,PAK,2023,3459800
Papua New Guinea,PNG,1992,2123000
Papua New Guinea,PNG,1993,5748000
Papua New Guinea,PNG,1994,5522000
Papua New Guinea,PNG,1995,4679000
Papua New Guinea,PNG,1996,5000000
Papua New Guinea,PNG,1997,3533406
Papua New Guinea,PNG,1998,3775065
Papua New Guinea,PNG,1999,4100452
Papua New Guinea,PNG,2000,3257077
Papua New Guinea,PNG,2001,2693749
Papua New Guinea,PNG,2002,2120985
Papua New Guinea,PNG,2003,2282000
Papua New Guinea,PNG,2004,1984000
Papua New Guinea,PNG,2005,2191000
Papua New Guinea,PNG,2006,2290000
Papua New Guinea,PNG,2007,2153000
Papua New Guinea,PNG,2008,1950000
Papua New Guinea,PNG,2009,1813000
Papua New Guinea,PNG,2010,1683000
Papua New Guinea,PNG,2011,1424000
Papua New Guinea,PNG,2012,1346000
Papua New Guinea,PNG,2013,1399000
Papua New Guinea,PNG,2014,1407000
Papua New Guinea,PNG,2015,1311000
Papua New Guinea,PNG,2016,1195000
Papua New Guinea,PNG,2017,946000
Papua New Guinea,PNG,2018,467300
Papua New Guinea,PNG,2019,367500
Papua New Guinea,PNG,2020,390000
Papua New Guinea,PNG,2021,370000
Papua New Guinea,PNG,2022,340000
Papua New Guinea,PNG,2023,320000
Peru,PER,1970,3813000
Peru,PER,1971,3278000
Peru,PER,1972,3432000
Peru,PER,1973,3740000
Peru,PER,1974,4074000
Peru,PER,1975,3829000
Peru,PER,1976,3716000
Peru,PER,1977,4486000
Peru,PER,1978,7422000
Peru,PER,1979,9430000
Peru,PER,1980,9619000
Peru,PER,1981,9495000
Peru,PER,1982,9612000
Peru,PER,1983,8432000
Peru,PER,1984,9096000
Peru,PER,1985,9286924
Peru,PER,1986,8748524
Peru,PER,1987,8064014
Peru,PER,1988,6982151
Peru,PER,1989,6425929
Peru,PER,1990,6352058
Peru,PER,1991,5656596
Peru,PER,1992,5710510
Peru,PER,1993,6222761
Peru,PER,1994,6273505
Peru,PER,1995,6000172
Peru,PER,1996,5928066
Peru,PER,1997,5826583
Peru,PER,1998,5696200
Peru,PER,1999,5219862
Peru,PER,2000,4902588
Peru,PER,2001,4784726
Peru,PER,2002,4773299
Peru,PER,2003,4501500
Peru,PER,2004,4637000
Peru,PER,2005,5484000
Peru,PER,2006,5696000
Peru,PER,2007,5617000
Peru,PER,2008,5921000
Peru,PER,2009,7175000
Peru,PER,2010,7753000
Peru,PER,2011,7533000
Peru,PER,2012,7494774
Peru,PER,2013,8278655
Peru,PER,2014,8525044
Peru,PER,2015,7342379
Peru,PER,2016,6657419
Peru,PER,2017,6620481
Peru,PER,2018,6635696
Peru,PER,2019,6898900
Peru,PER,2020,6159700
Peru,PER,2021,5889000
Peru,PER,2022,5775500
Peru,PER,2023,5672209
Philippines,PHL,1977,0
Philippines,PHL,1978,0
Philippines,PHL,1979,1180000
Philippines,PHL,1980,510000
Philippines,PHL,1981,354160
Philippines,PHL,1982,411805
Philippines,PHL,1983,638847
Philippines,PHL,1984,513384
Philippines,PHL,1985,395000
Philippines,PHL,1986,345000
Philippines,PHL,1987,289000
Philippines,PHL,1988,300000
Philippines,PHL,1989,257700
Philippines,PHL,1990,237093
Philippines,PHL,1991,149760
Philippines,PHL,1992,537000
Philippines,PHL,1993,466000
Philippines,PHL,1994,246000
Philippines,PHL,1995,170000
Philippines,PHL,1996,160000
Philippines,PHL,1997,150000
Philippines,PHL,1998,41000
Philippines,PHL,1999,43000
Philippines,PHL,2000,57000
Philippines,PHL,2001,65000
Philippines,PHL,2002,277000
Philippines,PHL,2003,690000
Philippines,PHL,2004,624000
Philippines,PHL,2005,794000
Philippines,PHL,2006,728000
Philippines,PHL,2007,815000
Philippines,PHL,2008,902000
Philippines,PHL,2009,1150000
Philippines,PHL,2010,1092000
Philippines,PHL,2011,1016000
Philippines,PHL,2012,876595
Philippines,PHL,2013,819217
Philippines,PHL,2014,995470
Philippines,PHL,2015,845024
Philippines,PHL,2016,844200
Philippines,PHL,2017,755014
Philippines,PHL,2018,730952
Philippines,PHL,2019,656462
Philippines,PHL,2020,572350
Philippines,PHL,2021,489873
Philippines,PHL,2022,448097
Philippines,PHL,2023,330216
Poland,POL,1970,424000
Poland,POL,1971,395000
Poland,POL,1972,347000
Poland,POL,1973,392000
Poland,POL,1974,550000
Poland,POL,1975,553000
Poland,POL,1976,455000
Poland,POL,1977,364000
Poland,POL,1978,363000
Poland,POL,1979,331000
Poland,POL,1980,329000
Poland,POL,1981,315000
Poland,POL,1982,241000
Poland,POL,1983,210000
Poland,POL,1984,189000
Poland,POL,1985,194000
Poland,POL,1986,167000
Poland,POL,1987,149000
Poland,POL,1988,163000
Poland,POL,1989,159000
Poland,POL,1990,163000
Poland,POL,1991,158000
Poland,POL,1992,199300
Poland,POL,1993,235300
Poland,POL,1994,284300
Poland,POL,1995,292500
Poland,POL,1996,317304
Poland,POL,1997,289139
Poland,POL,1998,360000
Poland,POL,1999,424806
Poland,POL,2000,652696
Poland,POL,2001,767004
Poland,POL,2002,727973
Poland,POL,2003,764806
Poland,POL,2004,886188
Poland,POL,2005,847844
Poland,POL,2006,795742
Poland,POL,2007,720603
Poland,POL,2008,754907
Poland,POL,2009,686992
Poland,POL,2010,686487
Poland,POL,2011,618163
Poland,POL,2012,677664
Poland,POL,2013,960672
Poland,POL,2014,950548
Poland,POL,2015,927737
Poland,POL,2016,876546
Poland,POL,2017,996049
Poland,POL,2018,1010332
Poland,POL,2019,972564
Poland,POL,2020,937462
Poland,POL,2021,888082
Poland,POL,2022,854050
Poland,POL,2023,793880
Qatar,QAT,1970,17520000
Qatar,QAT,1971,20220000
Qatar,QAT,1972,23486000
Qatar,QAT,1973,27700000
Qatar,QAT,1974,25059000
Qatar,QAT,1975,21102000
Qatar,QAT,1976,24018000
Qatar,QAT,1977,23554000
Qatar,QAT,1978,25783000
Qatar,QAT,1979,24010000
Qatar,QAT,1980,22467000
Qatar,QAT,1981,19277126
Qatar,QAT,1982,15610068
Qatar,QAT,1983,13993349
Qatar,QAT,1984,20100000
Qatar,QAT,1985,15900000
Qatar,QAT,1986,16600000
Qatar,QAT,1987,15900000
Qatar,QAT,1988,16900000
Qatar,QAT,1989,19300000
Qatar,QAT,1990,21200000
Qatar,QAT,1991,19900000
Qatar,QAT,1992,23000000
Qatar,QAT,1993,21300000
Qatar,QAT,1994,20800000
Qatar,QAT,1995,21300000
Qatar,QAT,1996,26400000
Qatar,QAT,1997,32200000
Qatar,QAT,1998,34600000
Qatar,QAT,1999,36000000
Qatar,QAT,2000,38700000
Qatar,QAT,2001,38400000
Qatar,QAT,2002,35100000
Qatar,QAT,2003,40800000
Qatar,QAT,2004,46000000
Qatar,QAT,2005,47300000
Qatar,QAT,2006,50900000
Qatar,QAT,2007,53600000
Qatar,QAT,2008,60800000
Qatar,QAT,2009,57900000
Qatar,QAT,2010,65700000
Qatar,QAT,2011,78200000
Qatar,QAT,2012,83300000
Qatar,QAT,2013,84500000
Qatar,QAT,2014,83800000
Qatar,QAT,2015,81200000
Qatar,QAT,2016,81600000
Qatar,QAT,2017,73600000
Qatar,QAT,2018,74800000
Qatar,QAT,2019,72300000
Qatar,QAT,2020,72200000
Qatar,QAT,2021,70800000
Qatar,QAT,2022,72700000
Qatar,QAT,2023,74100000
Romania,ROU,1970,13377000
Romania,ROU,1971,13793000
Romania,ROU,1972,14128000
Romania,ROU,1973,14287000
Romania,ROU,1974,14486000
Romania,ROU,1975,14590000
Romania,ROU,1976,14700000
Romania,ROU,1977,14650000
Romania,ROU,1978,13724000
Romania,ROU,1979,12323000
Romania,ROU,1980,11511000
Romania,ROU,1981,11644000
Romania,ROU,1982,11742000
Romania,ROU,1983,11593000
Romania,ROU,1984,11453000
Romania,ROU,1985,10718000
Romania,ROU,1986,10125000
Romania,ROU,1987,9504000
Romania,ROU,1988,9389000
Romania,ROU,1989,9173000
Romania,ROU,1990,7928000
Romania,ROU,1991,6791000
Romania,ROU,1992,6608000
Romania,ROU,1993,6713000
Romania,ROU,1994,6737000
Romania,ROU,1995,6717000
Romania,ROU,1996,6626000
Romania,ROU,1997,6517000
Romania,ROU,1998,6309043
Romania,ROU,1999,6140000
Romania,ROU,2000,6042000
Romania,ROU,2001,6011000
Romania,ROU,2002,5810000
Romania,ROU,2003,5651000
Romania,ROU,2004,5462000
Romania,ROU,2005,5215000
Romania,ROU,2006,4777000
Romania,ROU,2007,4837000
Romania,ROU,2008,4528000
Romania,ROU,2009,4388940
Romania,ROU,2010,4172411
Romania,ROU,2011,4081979
Romania,ROU,2012,3992011
Romania,ROU,2013,3994122
Romania,ROU,2014,3912242
Romania,ROU,2015,3847897
Romania,ROU,2016,3685575
Romania,ROU,2017,3538345
Romania,ROU,2018,3485778
Romania,ROU,2019,3439564
Romania,ROU,2020,3334019
Romania,ROU,2021,3195648
Romania,ROU,2022,3019473
Romania,ROU,2023,2882158
Russia,RUS,1992,398810000
Russia,RUS,1993,354870000
Russia,RUS,1994,317580000
Russia,RUS,1995,307000000
Russia,RUS,1996,300400000
Russia,RUS,1997,306000000
Russia,RUS,1998,303283000
Russia,RUS,1999,305000000
Russia,RUS,2000,323000000
Russia,RUS,2001,348000000
Russia,RUS,2002,380000000
Russia,RUS,2003,421000000
Russia,RUS,2004,459000000
Russia,RUS,2005,470000000
Russia,RUS,2006,481000000
Russia,RUS,2007,491000000
Russia,RUS,2008,488000000
Russia,RUS,2009,494000000
Russia,RUS,2010,505000000
Russia,RUS,2011,509000000
Russia,RUS,2012,517000000
Russia,RUS,2013,523000000
Russia,RUS,2014,525000000
Russia,RUS,2015,533000000
Russia,RUS,2016,548000000
Russia,RUS,2017,547000000
Russia,RUS,2018,556000000
Russia,RUS,2019,561000000
Russia,RUS,2020,512000000
Russia,RUS,2021,523000000
Russia,RUS,2022,535000000
Russia,RUS,2023,541700000
Saudi Arabia,SAU,1970,176849000
Saudi Arabia,SAU,1971,223714000
Saudi Arabia,SAU,1972,304571000
Saudi Arabia,SAU,1973,402422000
Saudi Arabia,SAU,1974,408360000
Saudi Arabia,SAU,1975,351940000
Saudi Arabia,SAU,1976,427809000
Saudi Arabia,SAU,1977,457612000
Saudi Arabia,SAU,1978,407903000
Saudi Arabia,SAU,1979,468428000
Saudi Arabia,SAU,1980,487702000
Saudi Arabia,SAU,1981,490208733
Saudi Arabia,SAU,1982,325379747
Saudi Arabia,SAU,1983,227969318
Saudi Arabia,SAU,1984,215413043
Saudi Arabia,SAU,1985,159446753
Saudi Arabia,SAU,1986,240253165
Saudi Arabia,SAU,1987,212200000
Saudi Arabia,SAU,1988,265600000
Saudi Arabia,SAU,1989,267000000
Saudi Arabia,SAU,1990,334200000
Saudi Arabia,SAU,1991,410047000
Saudi Arabia,SAU,1992,420104000
Saudi Arabia,SAU,1993,407555000
Saudi Arabia,SAU,1994,408000000
Saudi Arabia,SAU,1995,426700000
Saudi Arabia,SAU,1996,434600000
Saudi Arabia,SAU,1997,443800000
Saudi Arabia,SAU,1998,452000000
Saudi Arabia,SAU,1999,419100000
Saudi Arabia,SAU,2000,457600000
Saudi Arabia,SAU,2001,442900000
Saudi Arabia,SAU,2002,425300000
Saudi Arabia,SAU,2003,485100000
Saudi Arabia,SAU,2004,506000000
Saudi Arabia,SAU,2005,526800000
Saudi Arabia,SAU,2006,514300000
Saudi Arabia,SAU,2007,494200000
Saudi Arabia,SAU,2008,515300000
Saudi Arabia,SAU,2009,459500000
Saudi Arabia,SAU,2010,466600000
Saudi Arabia,SAU,2011,525800000
Saudi Arabia,SAU,2012,547000000
Saudi Arabia,SAU,2013,542300000
Saudi Arabia,SAU,2014,543400000
Saudi Arabia,SAU,2015,567800000
Saudi Arabia,SAU,2016,586600000
Saudi Arabia,SAU,2017,559300000
Saudi Arabia,SAU,2018,576800000
Saudi Arabia,SAU,2019,556600000
Saudi Arabia,SAU,2020,519600000
Saudi Arabia,SAU,2021,515000000
